"Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg Cost per Click","Impressions","Engine Click Thru Percent","Avg Pos","Trans Conv Percent","Total Cost/Trans","Amount","Total Cost","Total Volume of Bookings"
"K1123","Overture - Global","43000000005420912","paris air","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.41,40,0.43,4182,0.96,4.22,0,0,0,17.08,0
"K1123","Overture - Global","43000000005421020","air france vacation","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.41,97,0.74,5132,1.89,1.65,0,0,0,72.05,0
"K1122","Overture - US","43000000005277848","cheap flight special","Advanced","Unassigned","Unassigned","flight","Position 5-10 Bid Strategy","Paused",0.41,1,0.41,87,1.15,3.09,0,0,0,0.41,0
"K1122","Overture - US","43000000006997613","airline ticket pricing","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.41,1,0.41,662,0.15,5.24,0,0,0,0.41,0
"K1122","Overture - US","43000000006997659","air fare rate","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.41,2,1,200,1,3.13,0,0,0,2,0
"K1122","Overture - US","43000000006997653","airfare cheap discount international","Standard","Unassigned","Unassigned","airfaregeneral","Position 5-10 Bid Strategy","Paused",0.41,14,1.23,901,1.55,2.93,0,0,0,17.17,0
"K1122","Overture - US","43000000008373872","greece ticket","Standard","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Paused",0.41,37,0.74,864,4.28,2.39,0,0,0,27.31,0
"K1123","Overture - Global","43000000005421390","budget travel france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.43,3,0.48,415,0.72,3.07,0,0,0,1.44,0
"K1123","Overture - Global","43000000005421030","bargain flight to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.43,6,0.45,148,4.05,2.17,0,0,0,2.7,0
"K1122","Overture - US","43000000014278665","air cheap france ticket","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.43,5,0.65,368,1.36,2.54,0,0,0,3.25,0
"K1122","Overture - US","43000000006998003","air travel web site","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.43,5,0.83,929,0.54,3.74,0,0,0,4.15,0
"K1122","Overture - US","43000000006997657","air ticket sale","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.43,7,1.04,683,1.02,3.25,0,0,0,7.29,0
"K1122","Overture - US","43000000014278822","cheap fare to paris","Standard","Unassigned","Unassigned","paris","Position 1-4 Bid Strategy","Paused",0.43,12,0.81,173,6.94,4.88,0,0,0,9.71,0
"K1122","Overture - US","43000000005277862","cheap airfare travel","Advanced","Unassigned","Unassigned","airfare","Position 5-10 Bid Strategy","Paused",0.44,2,0.88,4240,0.05,1.24,0,0,0,1.76,0
"K1122","Overture - US","43000000006997936","air travel prices","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.44,2,0.93,868,0.23,3.19,0,0,0,1.85,0
"K1122","Overture - US","43000000005421528","cheap flight paris london","Advanced","Unassigned","Unassigned","paris","Position 5-10 Bid Strategy","Unavailable",0.44,6,0.35,627,0.96,3.72,0,0,0,2.1,0
"K1122","Overture - US","43000000005290024","berlin airline","Advanced","Unassigned","Unassigned","berlin","Position 5-10 Bid Strategy","Paused",0.44,11,0.4,990,1.11,4.94,0,0,0,4.4,0
"K1122","Overture - US","43000000014278766","cheap paris vacation","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.44,8,0.74,140,5.71,2.62,0,0,0,5.91,0
"K1122","Overture - US","43000000014278680","cheap flight to paris france","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.44,15,0.97,375,4,2.15,0,0,0,14.51,0
"K1123","Overture - Global","43000000005421350","chicago to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.45,14,0.43,2315,0.6,4.48,0,0,0,5.99,0
"K1123","Overture - Global","43000000005421420","air france reservation online","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Paused",0.45,29,0.41,6604,0.44,1.93,0,0,0,11.92,0
"K1122","Overture - US","43000000014278825","budget travel france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.45,1,0.41,111,0.9,4.31,0,0,0,0.41,0
"K1122","Overture - US","43000000014278647","paris airfare deal","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.45,1,0.6,90,1.11,1.99,0,0,0,0.6,0
"K1122","Overture - US","43000000005277690","boston to london","Advanced","Unassigned","Unassigned","boston","Position 5-10 Bid Strategy","Paused",0.45,2,0.51,70,2.86,2.05,0,0,0,1.03,0
"K1122","Overture - US","43000000005421568","athens airline","Advanced","Unassigned","Unassigned","athens","Position 5-10 Bid Strategy","Paused",0.45,3,0.45,215,1.4,2.92,0,0,0,1.35,0
"K1122","Overture - US","43000000006997835","air fare deal","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.45,4,0.53,624,0.64,4.5,0,0,0,2.1,0
"K1122","Overture - US","43000000006997749","air fare ticket","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.45,17,1.22,2114,0.8,3.59,0,0,0,20.67,0
"K1122","Overture - US","43000000014302650","india cheap airfare","Standard","Unassigned","Unassigned","india","Position 5-10 Bid Strategy","Paused",0.45,60,0.66,1504,3.99,3.09,0,0,0,39.59,0
"K1122","Overture - US","43000000006997741","international air travel","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.45,81,1.03,4047,2,2.74,0,0,0,83.6,0
"K1122","Overture - US","43000000014278734","discount paris vacation","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.46,2,0.73,112,1.79,3.45,0,0,0,1.45,0
"K1122","Overture - US","43000000006997821","air travel discount airline ticket","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.46,6,0.53,1951,0.31,3.69,0,0,0,3.19,0
"K1122","Overture - US","43000000006997635","airplane fare","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.46,8,0.65,1681,0.48,3.06,0,0,0,5.16,0
"K1122","Overture - US","43000000014278833","trip to paris france","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.46,11,0.65,172,6.4,2.74,0,0,0,7.15,0
"K1122","Overture - US","43000000014278632","air france ticket","Standard","Unassigned","Unassigned","airfrance","Position 1-4 Bid Strategy","Paused",0.46,18,0.6,1013,1.78,1.93,0,0,0,10.75,0
"K1122","Overture - US","43000000006997617","air travel fare","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.46,20,1.05,2904,0.69,3.29,0,0,0,20.99,0
"K1122","Overture - US","43000000005277662","flight to rome italy","Advanced","Unassigned","Unassigned","flight","Position 5-10 Bid Strategy","Paused",0.46,59,0.57,530,11.13,1.77,0,0,0,33.5,0
"K1123","Overture - Global","43000000005421340","caen flight","Standard","Unassigned","Unassigned","caen","Position 1-2 Target","Paused",0.48,7,0.45,480,1.46,1.73,0,0,0,3.17,0
"K1123","Overture - Global","43000000005420908","travel to marseille","Standard","Unassigned","Unassigned","marseille","Position 1-2 Target","Paused",0.48,8,0.52,2417,0.33,2.1,0,0,0,4.14,0
"K1123","Overture - Global","43000000005421300","discount france travel","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Sent",0.48,6,0.87,322,1.86,2.34,0,0,0,5.24,0
"K1123","Overture - Global","43000000005421302","travel to lourdes","Standard","Unassigned","Unassigned","lourdes","Position 1-2 Target","Paused",0.48,24,0.46,947,2.53,2.66,0,0,0,10.94,0
"K1122","Overture - US","43000000014278637","lowest airfare to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.48,1,0.7,41,2.44,2.15,0,0,0,0.7,0
"K1122","Overture - US","43000000005277586","venice plane ticket","Advanced","Unassigned","Unassigned","venice","Position 5-10 Bid Strategy","Unavailable",0.48,2,0.69,25,8,2.88,0,0,0,1.39,0
"K1122","Overture - US","43000000006997815","international airline travel","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.48,3,0.61,739,0.41,3.54,0,0,0,1.82,0
"K1122","Overture - US","43000000006997673","air ticket deal","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.48,4,0.67,551,0.73,2.91,0,0,0,2.68,0
"K1122","Overture - US","43000000006997911","airline ticket prices","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.48,316,0.71,108245,0.29,2.83,0,0,0,224.49,0
"K1123","Overture - Global","43000000005421280","travel to lille","Standard","Unassigned","Unassigned","lille","Position 1-2 Target","Paused",0.49,3,0.4,1487,0.2,1.59,0,0,0,1.21,0
"K1123","Overture - Global","43000000005421240","orange flight","Standard","Unassigned","Unassigned","orange","Position 1-2 Target","Paused",0.49,3,0.54,589,0.51,2.6,0,0,0,1.61,0
"K1123","Overture - Global","43000000005421338","airfare low paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.49,4,0.54,388,1.03,2.86,0,0,0,2.15,0
"K1123","Overture - Global","43000000005421210","airfare cheap france paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.49,28,0.63,602,4.65,1.42,0,0,0,17.55,0
"K1122","Overture - US","43000000006997841","air line ticket online","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.49,1,0.43,447,0.22,4.29,0,0,0,0.43,0
"K1122","Overture - US","43000000014278771","cheap air fare paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.49,1,0.51,203,0.49,1.77,0,0,0,0.51,0
"K1122","Overture - US","43000000005277722","budget airfare europe","Advanced","Unassigned","Unassigned","europe","Position 5-10 Bid Strategy","Paused",0.49,3,0.49,163,1.84,1.7,0,0,0,1.46,0
"K1122","Overture - US","43000000014278801","cheap airline paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.49,2,1.61,34,5.88,2.71,0,0,0,3.21,0
"K1122","Overture - US","43000000014278745","airfare low paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.49,5,0.7,67,7.46,2.69,0,0,0,3.51,0
"K1122","Overture - US","43000000005277762","germany air ticket","Advanced","Unassigned","Unassigned","germany","Position 5-10 Bid Strategy","Paused",0.49,15,0.5,185,8.11,2.89,0,0,0,7.56,0
"K1123","Overture - Global","43000000005421308","cheap grenoble flight","Standard","Unassigned","Unassigned","grenoble","Position 1-2 Target","Paused",0.5,2,0.51,78,2.56,2.34,0,0,0,1.03,0
"K1123","Overture - Global","43000000005421158","le man flight","Standard","Unassigned","Unassigned","leman","Position 1-2 Target","Paused",0.5,3,0.51,545,0.55,3.38,0,0,0,1.54,0
"K1123","Overture - Global","43000000005421268","lille flight","Standard","Unassigned","Unassigned","lille","Position 1-2 Target","Paused",0.5,3,0.52,443,0.68,1.61,0,0,0,1.55,0
"K1123","Overture - Global","43000000005421414","paris travel service","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.5,5,0.44,498,1,1.68,0,0,0,2.19,0
"K1123","Overture - Global","43000000005420916","airfare cheapest paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.5,11,0.5,277,3.97,1.75,0,0,0,5.46,0
"K1123","Overture - Global","43000000005421366","grenoble flight","Standard","Unassigned","Unassigned","grenoble","Position 1-2 Target","Paused",0.5,14,0.51,485,2.89,1.7,0,0,0,7.2,0
"K1123","Overture - Global","43000000005421398","cheap trip to paris","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.5,39,0.6,606,6.44,2.28,0,0,0,23.26,0
"K1123","Overture - Global","43000000005421184","paris tourism","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.5,255,0.57,15392,1.66,1.74,0,0,0,145.1,0
"K1122","Overture - US","43000000006997775","airline ticket prices online","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.5,1,0.41,1151,0.09,3.16,0,0,0,0.41,0
"K1122","Overture - US","43000000014278667","flight ticket to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.5,2,0.54,65,3.08,1.94,0,0,0,1.08,0
"K1122","Overture - US","43000000014278848","airfare cheapest paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.5,2,0.56,66,3.03,1.94,0,0,0,1.13,0
"K1122","Overture - US","43000000005277716","bargain flight spain","Advanced","Unassigned","Unassigned","spain","Position 5-10 Bid Strategy","Paused",0.5,2,0.78,59,3.39,1.78,0,0,0,1.55,0
"K1122","Overture - US","43000000014278534","cheap air ticket to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.5,7,0.6,97,7.22,1.53,0,0,0,4.2,0
"K1122","Overture - US","43000000014278611","cheapest flight to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.5,10,0.55,187,5.35,2.98,0,0,0,5.49,0
"K1122","Overture - US","43000000014278829","airfare cheap france paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Paused",0.5,10,0.55,153,6.54,1.55,0,0,0,5.51,0
"K1122","Overture - US","43000000005277850","best fare to europe","Advanced","Unassigned","Unassigned","europe","Position 5-10 Bid Strategy","Paused",0.5,19,0.5,162,11.73,2.64,0,0,0,9.59,0
"K1122","Overture - US","43000000006997946","airplane travel","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Paused",0.5,18,1.08,3080,0.58,3.02,0,0,0,19.47,0
"K1122","Overture - US","43000000006997873","international air ticket","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Paused",0.5,37,0.89,1949,1.9,3.16,0,0,0,32.94,0
"K1123","Overture - Global","43000000005421416","bordeaux airfare","Standard","Unassigned","Unassigned","bordeaux","Position 1-2 Target","Paused",0.51,1,0.59,47,2.13,2.02,0,0,0,0.59,0
"K1123","Overture - Global","43000000005421314","ticket to toulouse","Standard","Unassigned","Unassigned","toulouse","Position 1-2 Target","Paused",0.51,3,0.54,94,3.19,2.01,0,0,0,1.61,0
"K1123","Overture - Global","43000000005421046","discount flight nice","Advanced","Unassigned","Unassigned","flight","Position 1-2 Target","Paused",0.51,3,0.55,98,3.06,1.75,0,0,0,1.66,0
"K1123","Overture - Global","43000000005421346","discount flight france","Advanced","Unassigned","Unassigned","flight","Position 1-2 Target","Paused",0.51,5,1.06,388,1.29,4.05,0,0,0,5.28,0
"K1123","Overture - Global","43000000005421212","travel deal to paris france","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.51,9,0.87,177,5.08,1.38,0,0,0,7.85,0
"K1123","Overture - Global","43000000005420860","nantes flight","Standard","Unassigned","Unassigned","nantes","Position 1-2 Target","Paused",0.51,19,0.46,14345,0.13,1.22,0,0,0,8.7,0
"K1123","Overture - Global","43000000005421136","cheap air fare paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.51,16,0.58,3717,0.43,2.4,0,0,0,9.28,0
"K1123","Overture - Global","43000000005421234","dijon flight","Standard","Unassigned","Unassigned","dijon","Position 1-2 Target","Paused",0.51,20,0.51,407,4.91,1.7,0,0,0,10.25,0
"K1123","Overture - Global","43000000005421148","trip to paris france","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Sent",0.51,37,0.69,550,6.73,1.66,0,0,0,25.61,0
"K1123","Overture - Global","43000000005421376","cheap airfare to france","Advanced","Unassigned","Unassigned","airfare","Position 1-2 Target","Paused",0.51,73,0.55,1223,5.97,1.64,0,0,0,40.16,0
"K1122","Overture - US","43000000014278698","discount flight france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Paused",0.51,1,0.51,96,1.04,3.72,0,0,0,0.51,0
"K1122","Overture - US","43000000005277676","fly to nice","Advanced","Unassigned","Unassigned","nice","Position 2-5 Bid Strategy","Paused",0.51,1,0.53,152,0.66,2.03,0,0,0,0.53,0
"K1122","Overture - US","43000000006997785","airline ticket on line","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Paused",0.51,1,0.96,420,0.24,3.82,0,0,0,0.96,0
"K1122","Overture - US","43000000005421561","fly to venice","Advanced","Unassigned","Unassigned","fly","Position 5-10 Bid Strategy","Paused",0.51,2,0.51,94,2.13,1.68,0,0,0,1.03,0
"K1122","Overture - US","43000000005277734","fly to geneva","Advanced","Unassigned","Unassigned","fly","Position 5-10 Bid Strategy","Paused",0.51,2,0.55,62,3.23,1.5,0,0,0,1.1,0
"K1122","Overture - US","43000000014278644","fly to lyon","Standard","Unassigned","Unassigned","lyon","Position 2-5 Bid Strategy","Paused",0.51,1,1.25,36,2.78,2.14,0,0,0,1.25,0
"K1122","Overture - US","43000000005290037","nuremberg cheap flight","Advanced","Unassigned","Unassigned","nuremberg","Position 5-10 Bid Strategy","Paused",0.51,1,1.26,22,4.55,2.72,0,0,0,1.26,0
"K1122","Overture - US","43000000014278598","air france schedule","Standard","Unassigned","Unassigned","airfrance","Position 1-4 Bid Strategy","Paused",0.51,4,0.42,407,0.98,1.82,0,0,0,1.68,0
"K1122","Overture - US","43000000005289997","fly to munich","Advanced","Unassigned","Unassigned","fly","Position 5-10 Bid Strategy","Paused",0.51,4,0.73,1365,0.29,2.07,0,0,0,2.93,0
