"","Publisher ID","Publisher Name","Keyword ID","Keyword","Match Type","Campaign","Keyword Group","Category","Bid Strategy","Status","Search Engine Bid","Clicks","Avg. Cost per Click","Impressions","Engine Click Thru %","Avg. Pos.","Trans. Conv. %","Total Cost/ Trans","Amount","Total Cost","Total Volume of Bookings"
"1532","K435","Google - US",4.3e+16,"europe airport","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,0.12,420,0.48,1.53,0,0,0,0.24,0
"1533","K435","Google - US",4.3e+16,"england airline","Broad","Google_Yearlong 2006","Google|England","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.25,198,0.51,1.5,0,0,0,0.25,0
"1534","K435","Google - US",4.3e+16,"england airports","Broad","Google_Yearlong 2006","Google|England","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.26,17,5.88,1.12,0,0,0,0.26,0
"1535","K435","Google - US",4.3e+16,"barcelona cheap tickets","Broad","Western Europe Destinations","Barcelona","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.33,115,0.87,5.34,0,0,0,0.33,0
"1536","K435","Google - US",4.3e+16,"international airports","Broad","Geo Targeted Los Angeles","International Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.33,786,0.13,1.06,0,0,0,0.33,0
"1537","K435","Google - US",4.3e+16,"air france sales","Broad","Geo Targeted Detroit","Airfrance Deal Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.41,1,100,1,0,0,0,0.41,0
"1538","K435","Google - US",4.3e+16,"england ticket","Broad","Google_Yearlong 2006","Google|England","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.44,37,2.7,2.41,0,0,0,0.44,0
"1539","K435","Google - US",4.3e+16,"venice airfares","Broad","Western Europe Destinations","Venice","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.44,123,0.81,3.83,0,0,0,0.44,0
"1540","K435","Google - US",4.3e+16,"france airports","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.46,11,9.09,1,0,0,0,0.46,0
"1541","K435","Google - US",4.3e+16,"london cheap ticket","Broad","Google_Yearlong 2006","Google|London","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.48,56,1.79,2.32,0,0,0,0.48,0
"1542","K435","Google - US",4.3e+16,"fly to nuremberg","Broad","Google_Yearlong 2006","Google|Nuremberg","nuremberg","Position 5-10 Bid Strategy","Paused",6.25,1,0.48,8,12.5,1,0,0,0,0.48,0
"1543","K435","Google - US",4.3e+16,"airfrance tickets","Broad","Geo Targeted Los Angeles","Airfrance Deal Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.49,1,100,2,0,0,0,0.49,0
"1544","K435","Google - US",4.3e+16,"milan airports","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,0.25,1102,0.18,3.12,0,0,0,0.5,0
"1545","K435","Google - US",4.3e+16,"france air ticket","Broad","Geo Targeted Miami","Miami to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.51,6,16.67,1.83,0,0,0,0.51,0
"1546","K435","Google - US",4.3e+16,"paris airports","Broad","Geo Targeted Detroit","Detroit to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.54,17,5.88,1,0,0,0,0.54,0
"1547","K435","Google - US",4.3e+16,"air france milan flights","Broad","Western Europe Destinations","Milan Branded","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.55,4,25,2.5,0,0,0,0.55,0
"1548","K435","Google - US",4.3e+16,"paris cheap tickets","Broad","Geo Targeted Detroit","Detroit to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.55,6,16.67,3.33,0,0,0,0.55,0
"1549","K435","Google - US",4.3e+16,"cheap flight to athens greece","Broad","Google_Yearlong 2006","Google|Greece","greece","Position 5-10 Bid Strategy","Paused",6.25,1,0.56,6,16.67,2.17,0,0,0,0.56,0
"1550","K435","Google - US",4.3e+16,"france cheap air flights","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,1,0.56,3,33.33,1,0,0,0,0.56,0
"1551","K435","Google - US",4.3e+16,"france air flight","Broad","Geo Targeted Detroit","Detroit to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.6,20,5,1.05,0,0,0,0.6,0
"1552","K435","Google - US",4.3e+16,"athens cheap ticket","Broad","Western Europe Destinations","Athens","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.63,64,1.56,5.22,0,0,0,0.63,0
"1553","K435","Google - US",4.3e+16,"florence fare","Broad","Geo Targeted New York","New York to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.63,3,33.33,1,0,0,0,0.63,0
"1554","K435","Google - US",4.3e+16,"new york to greece","Broad","Western Europe Destinations","Greece","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.64,19,5.26,2.89,0,0,0,0.64,0
"1555","K435","Google - US",4.3e+16,"france flight deal","Broad","Geo Targeted New York","New York to France Sale","uncategorized","Position 5-10 Bid Strategy","Live",6.25,1,0.65,12,8.33,2.08,0,0,0,0.65,0
"1556","K435","Google - US",4.3e+16,"france air flights","Broad","Geo Targeted Chicago","Chicago to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.69,4,25,1.25,0,0,0,0.69,0
"1557","K435","Google - US",4.3e+16,"air france flight","Broad","Geo Targeted New York","Airfrance Deal New York","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.7,25,4,1.66,0,0,0,0.7,0
"1558","K435","Google - US",4.3e+16,"paris airport","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.71,120,0.83,1.35,0,0,0,0.71,0
"1559","K435","Google - US",4.3e+16,"france air ticket","Broad","Geo Targeted Los Angeles","Los Angeles to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.76,16,6.25,1,0,0,0,0.76,0
"1560","K435","Google - US",4.3e+16,"jfk to athens","Broad","Western Europe Destinations","Athens","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.78,24,4.17,2.16,0,0,0,0.78,0
"1561","K435","Google - US",4.3e+16,"international air ticket","Broad","Geo Targeted New York","International New York","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.78,6,16.67,3.3,0,0,0,0.78,0
"1562","K435","Google - US",4.3e+16,"france airports","Broad","Geo Targeted Detroit","Detroit to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.78,17,5.88,1,0,0,0,0.78,0
"1563","K435","Google - US",4.3e+16,"france fare","Broad","Geo Targeted DC","DC to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.79,7,14.29,1.14,0,0,0,0.79,0
"1564","K435","Google - US",4.3e+16,"france airports","Broad","Geo Targeted Philadelphia","Philadelphia to France Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.83,14,7.14,1,0,0,0,0.83,0
"1565","K435","Google - US",4.3e+16,"ouagadougou flights","Broad","Google_Yearlong 2006","Google|ouagadougou","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.86,24,4.17,1.13,0,0,0,0.86,0
"1566","K435","Google - US",4.3e+16,"france air ticket","Broad","Geo Targeted Boston","Boston to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.86,6,16.67,1.65,0,0,0,0.86,0
"1567","K435","Google - US",4.3e+16,"turkey cheap tickets","Broad","Google_Yearlong 2006","Google|Turkey","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.88,5,20,1.2,0,0,0,0.88,0
"1568","K435","Google - US",4.3e+16,"paris flight specials","Broad","Geo Targeted San Francisco","San Francisco to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.88,1,100,1,0,0,0,0.88,0
"1569","K435","Google - US",4.3e+16,"rome airports","Broad","Geo Targeted Los Angeles","Los Angeles to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.89,4,25,1,0,0,0,0.89,0
"1570","K435","Google - US",4.3e+16,"paris airline ticket","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.89,3,33.33,1,0,0,0,0.89,0
"1571","K435","Google - US",4.3e+16,"rome plane ticket","Broad","Western Europe Destinations","Rome","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,0.45,61,3.28,4.47,0,0,0,0.9,0
"1572","K435","Google - US",4.3e+16,"barcelona tickets","Broad","Geo Targeted Los Angeles","Los Angeles to Barcelona Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.9,7,14.29,1.99,0,0,0,0.9,0
"1573","K435","Google - US",4.3e+16,"valencia flights","Broad","Geo Targeted DC","DC to Valencia Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.9,15,6.67,1,0,0,0,0.9,0
"1574","K435","Google - US",4.3e+16,"italy fares","Broad","Geo Targeted Boston","Boston to Italy Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.9,2,50,15,0,0,0,0.9,0
"1575","K435","Google - US",4.3e+16,"madrid fares","Broad","Geo Targeted New York","New York to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.91,1,100,2,0,0,0,0.91,0
"1576","K435","Google - US",4.3e+16,"madrid airlines","Broad","Geo Targeted Detroit","Detroit to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.91,49,2.04,2.32,0,0,0,0.91,0
"1577","K435","Google - US",4.3e+16,"france air ticket","Broad","Geo Targeted Chicago","Chicago to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.91,5,20,1,0,0,0,0.91,0
"1578","K435","Google - US",4.3e+16,"european cheap ticket","Broad","Google_Yearlong 2006","Google|Europe","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.95,33,3.03,2.36,0,0,0,0.95,0
"1579","K435","Google - US",4.3e+16,"florence cheap flight","Broad","Google_Yearlong 2006","Google|Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.95,31,3.23,2.23,0,0,0,0.95,0
"1580","K435","Google - US",4.3e+16,"hanover airfare","Broad","Google_Yearlong 2006","Google|Hanover","hanover","Position 5-10 Bid Strategy","Paused",6.25,1,0.96,6,16.67,1,0,0,0,0.96,0
"1581","K435","Google - US",4.3e+16,"florence cheap ticket","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.96,14,7.14,2.44,0,0,0,0.96,0
"1582","K435","Google - US",4.3e+16,"spain fare","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.96,58,1.72,1.1,0,0,0,0.96,0
"1583","K435","Google - US",4.3e+16,"athens tickets","Broad","Geo Targeted Boston","Boston to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.96,9,11.11,1.56,0,0,0,0.96,0
"1584","K435","Google - US",4.3e+16,"florence tickets","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.98,323,0.31,1.89,0,0,0,0.98,0
"1585","K435","Google - US",4.3e+16,"istanbul airport","Broad","Google_Yearlong 2006","Google|Istanbul","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,0.99,378,0.26,1.84,0,0,0,0.99,0
"1586","K435","Google - US",4.3e+16,"hanover","Broad","Google_Yearlong 2006","Google|Hanover","hanover","Position 5-10 Bid Strategy","Paused",6.25,1,0.99,330,0.3,1.11,0,0,0,0.99,0
"1587","K435","Google - US",4.3e+16,"air france europe flights","Broad","Western Europe Destinations","Europe Branded","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.99,26,3.85,1.04,0,0,0,0.99,0
"1588","K435","Google - US",4.3e+16,"low europe airlines","Broad","Geo Targeted New York","Low Europe New York","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,0.99,1,100,1,0,0,0,0.99,0
"1589","K435","Google - US",4.3e+16,"florence airport","Broad","Geo Targeted San Francisco","San Francisco to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,0.5,11,18.18,1.36,0,0,0,1,0
"1590","K435","Google - US",4.3e+16,"paris cheap airlines","Broad","Geo Targeted Chicago","Chicago to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,0.5,1,200,1,0,0,0,1,0
"1591","K435","Google - US",4.3e+16,"milan plane tickets","Broad","Google_Yearlong 2006","Google|Milan","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.01,4,25,3.25,0,0,0,1.01,0
"1592","K435","Google - US",4.3e+16,"florence airport","Broad","Geo Targeted New York","New York to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.01,27,3.7,1.18,0,0,0,1.01,0
"1593","K435","Google - US",4.3e+16,"international airports","Broad","Geo Targeted Detroit","International Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.01,87,1.15,1.01,0,0,0,1.01,0
"1594","K435","Google - US",4.3e+16,"paris fare","Broad","Geo Targeted DC","DC to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.03,15,6.67,1.33,0,0,0,1.03,0
"1595","K435","Google - US",4.3e+16,"florence airports","Broad","Western Europe Destinations","Florence","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,2,0.52,240,0.83,4.56,0,0,0,1.04,0
"1596","K435","Google - US",4.3e+16,"paris airline","Broad","Geo Targeted Miami","Miami to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.05,16,6.25,1.3,0,0,0,1.05,0
"1597","K435","Google - US",4.3e+16,"naples flights","Broad","Geo Targeted Boston","Boston to Naples Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.06,6,16.67,1,0,0,0,1.06,0
"1598","K435","Google - US",4.3e+16,"uk airports","Broad","Western Europe Destinations","UK","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.08,30,3.33,1.12,0,0,0,1.08,0
"1599","K435","Google - US",4.3e+16,"athens airfares","Broad","Geo Targeted New York","New York to Athens Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.09,3,33.33,1,0,0,0,1.09,0
"1600","K435","Google - US",4.3e+16,"france airfare","Broad","Geo Targeted DC","DC to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.09,32,3.13,2.8,0,0,0,1.09,0
"1601","K435","Google - US",4.3e+16,"geneva ticket","Broad","Google_Yearlong 2006","Google|Geneva","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.1,24,4.17,1.58,0,0,0,1.1,0
"1602","K435","Google - US",4.3e+16,"[istanbul tickets]","Exact","Western Europe Destinations","Istanbul","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.1,18,5.56,4.51,0,0,0,1.1,0
"1603","K435","Google - US",4.3e+16,"milan cheap tickets","Broad","Western Europe Destinations","Milan","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,2,0.56,72,2.78,5.29,0,0,0,1.11,0
"1604","K435","Google - US",4.3e+16,"greece ticket","Broad","Geo Targeted Los Angeles","Los Angeles to Greece Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.11,3,33.33,1,0,0,0,1.11,0
"1605","K435","Google - US",4.3e+16,"international airport","Broad","Geo Targeted Detroit","International Detroit","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.11,33,3.03,1.12,0,0,0,1.11,0
"1606","K435","Google - US",4.3e+16,"france airport","Broad","Geo Targeted Chicago","Chicago to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.11,8,12.5,1.25,0,0,0,1.11,0
"1607","K435","Google - US",4.3e+16,"france flight","Broad","Geo Targeted DC","DC to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.13,133,0.75,1.6,0,0,0,1.13,0
"1608","K435","Google - US",4.3e+16,"europe airport","Broad","Geo Targeted Philadelphia","Europe Philadelphia","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.14,3,33.33,1,0,0,0,1.14,0
"1609","K435","Google - US",4.3e+16,"cheap flight to athens greece","Broad","Western Europe Destinations","Greece","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.15,13,7.69,5.98,0,0,0,1.15,0
"1610","K435","Google - US",4.3e+16,"madrid flight","Broad","Geo Targeted Los Angeles","Los Angeles to Madrid Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.15,7,14.29,1.57,0,0,0,1.15,0
"1611","K435","Google - US",4.3e+16,"europe airline tickets","Broad","Geo Targeted Los Angeles","Europe Los Angeles","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.15,3,33.33,1,0,0,0,1.15,0
"1612","K435","Google - US",4.3e+16,"rome airline ticket","Broad","Geo Targeted Houston","Houston to Rome Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.16,6,16.67,1,0,0,0,1.16,0
"1613","K435","Google - US",4.3e+16,"florence tickets","Broad","Geo Targeted Houston","Houston to Florence Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.18,59,1.69,2.49,0,0,0,1.18,0
"1614","K435","Google - US",4.3e+16,"paris tickets","Broad","Geo Targeted Miami","Miami to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.19,32,3.13,1.56,0,0,0,1.19,0
"1615","K435","Google - US",4.3e+16,"paris air fare","Broad","Geo Targeted Miami","Miami to Paris Sale","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.19,10,10,1.1,0,0,0,1.19,0
"1616","K435","Google - US",4.3e+16,"greece airfare","Broad","Geo Targeted DC","DC to Greece Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.2,3,33.33,1,0,0,0,1.2,0
"1617","K435","Google - US",4.3e+16,"flight to switzerland","Broad","Google_Yearlong 2006","Google|Switzerland","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.21,10,10,1.29,0,0,0,1.21,0
"1618","K435","Google - US",4.3e+16,"spain airfares","Broad","Western Europe Destinations","Spain","uncategorized","Position 5-10 Bid Strategy","Paused",6.25,1,1.21,90,1.11,1.56,0,0,0,1.21,0
"1619","K435","Google - US",4.3e+16,"france airport","Broad","Geo Targeted DC","DC to France Sale","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.23,8,12.5,1,0,0,0,1.23,0
"1620","K435","Google - US",4.3e+16,"air france flight","Broad","Geo Targeted Boston","Airfrance Deal Boston","uncategorized","Position 5-10 Bid Strategy","Unavailable",6.25,1,1.23,14,7.14,1.79,0,0,0,1.23,0
