Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans,Amount,Total Cost,Total Volume of Bookings
K435,Google - US,4.3E+16,rome cheap flights,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Paused,$6.25 ,37,$53.50 ,$1.45 ,"1,595",2.32%,1.62,2.70%,$53.50 ,"$1,552.95 ",$53.50 ,1
K1175,Google - Global,4.3E+16,air france,Broad,Air France Global Campaign,Air France,airfrance,Position 1- 3,Unassigned,Unavailable,$1.25 ,"2,478","$1,238.35 ",$0.50 ,"52,074",4.76%,1.58,0.61%,$82.56 ,"$35,628.60 ","$1,238.35 ",15
K1122,Overture - US,4.3E+16,airfrance usa,Standard,Unassigned,Unassigned,airfrance,,Unassigned,Paused,$7.50 ,44,$21.44 ,$0.49 ,"1,023",4.30%,1.88,2.27%,$21.44 ,$616.25 ,$21.44 ,1
K435,Google - US,4.3E+16,paris flights,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,22,$59.60 ,$2.71 ,649,3.39%,2.46,4.55%,$59.60 ,"$1,700.00 ",$59.60 ,1
K2966,MSN - US,4.3E+16,air france airlines,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Live,$0.00 ,312,$216.25 ,$0.69 ,"1,587",19.66%,1.63,2.56%,$27.03 ,"$6,131.05 ",$216.25 ,8
K1123,Overture - Global,4.3E+16,air france ticket,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.50 ,111,$52.47 ,$0.47 ,"14,856",0.75%,2,1.80%,$26.24 ,"$1,455.20 ",$52.47 ,2
K1175,Google - Global,4.3E+16,airfrance,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Unavailable,$5.00 ,"2,908","$1,884.29 ",$0.65 ,"13,075",22.24%,1.02,1.55%,$41.87 ,"$50,472.15 ","$1,884.29 ",45
K2003,MSN - Global,4.3E+16,airfrance com,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,Position 1-4 Bid Strategy,Unassigned,Deactivated,$0.00 ,"1,514",$629.45 ,$0.42 ,"4,976",30.43%,1.02,1.25%,$33.13 ,"$16,670.20 ",$629.45 ,19
K2003,MSN - Global,4.3E+16,paris airfare,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 1-4 Bid Strategy,Unassigned,Deactivated,$0.00 ,59,$128.39 ,$2.18 ,"1,759",3.35%,2.04,3.39%,$64.19 ,"$3,311.60 ",$128.39 ,2
K2615,Yahoo - US,4.3E+16,airfrance,Advanced,Air France Branded,Air France Brand,uncategorized,,Unassigned,Live,$6.25 ,"4,353","$3,623.21 ",$0.83 ,"23,872",18.23%,1.44,1.59%,$52.51 ,"$92,751.15 ","$3,623.21 ",69
K1122,Overture - US,4.3E+16,amman,Standard,Unassigned,Unassigned,regional,Position 1-4 Bid Strategy,Unassigned,Paused,$11.25 ,150,$96.72 ,$0.64 ,"4,028",3.72%,1.47,0.67%,$96.72 ,"$2,425.90 ",$96.72 ,1
K1122,Overture - US,4.3E+16,air ticket europe,Standard,Unassigned,Unassigned,airgeneral,Position 1-4 Bid Strategy,Unassigned,Paused,$1.26 ,112,$82.04 ,$0.73 ,"3,236",3.46%,3.23,2.68%,$27.35 ,"$2,052.75 ",$82.04 ,3
K1122,Overture - US,4.3E+16,air france flight,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Unassigned,Paused,$0.34 ,98,$48.39 ,$0.49 ,"7,805",1.26%,1.47,2.04%,$24.19 ,"$1,201.90 ",$48.39 ,2
K1123,Overture - Global,4.3E+16,bordeaux flight,Advanced,Unassigned,Unassigned,bordeaux,,Unassigned,Paused,$8.75 ,60,$41.26 ,$0.69 ,"2,547",2.36%,1.03,1.67%,$41.26 ,"$1,002.15 ",$41.26 ,1
K435,Google - US,4.3E+16,paris plane ticket,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,6,$16.11 ,$2.69 ,27,22.22%,1.63,16.67%,$16.11 ,$391.00 ,$16.11 ,1
K435,Google - US,4.3E+16,air france to nice,Broad,French Destinations,Nice Branded,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$10.00 ,59,$102.40 ,$1.74 ,234,25.21%,1.08,5.08%,$34.13 ,"$2,470.10 ",$102.40 ,3
K2003,MSN - Global,4.3E+16,air france airlines,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,Position 1-4 Bid Strategy,Unassigned,Deactivated,$0.00 ,465,$292.69 ,$0.63 ,"2,153",21.60%,1.06,0.43%,$146.34 ,"$7,043.95 ",$292.69 ,2
K1123,Overture - Global,4.3E+16,air ticket to paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.70 ,37,$22.17 ,$0.60 ,765,4.84%,2.08,2.70%,$22.17 ,$522.75 ,$22.17 ,1
K1123,Overture - Global,4.3E+16,flight to marseille,Advanced,Unassigned,Unassigned,marseille,,Unassigned,Paused,$8.75 ,231,$162.06 ,$0.70 ,"11,620",1.99%,1.17,1.30%,$54.02 ,"$3,791.85 ",$162.06 ,3
K435,Google - US,4.3E+16,airfrance fr,Broad,Air France Branded,Air France Website,uncategorized,,Unassigned,Live,$10.00 ,41,$9.04 ,$0.22 ,486,8.44%,1,2.44%,$9.04 ,$210.80 ,$9.04 ,1
K1123,Overture - Global,4.3E+16,air france flight,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.34 ,251,$149.06 ,$0.59 ,"15,470",1.62%,1.77,1.99%,$29.81 ,"$3,410.20 ",$149.06 ,5
K2003,MSN - Global,4.3E+16,airfrance,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,Position 1-4 Bid Strategy,Unassigned,Deactivated,$0.00 ,"1,158",$569.59 ,$0.49 ,"8,389",13.80%,1.05,1.30%,$37.97 ,"$12,942.10 ",$569.59 ,15
K1123,Overture - Global,4.3E+16,air france,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.68 ,"15,320","$10,306.84 ",$0.67 ,"441,707",3.47%,1.76,1.31%,$51.53 ,"$232,938.25 ","$10,306.84 ",200
K1175,Google - Global,4.3E+16,airfrance com,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,,Unassigned,Unavailable,$5.00 ,899,$564.86 ,$0.63 ,"4,656",19.31%,1.12,1.89%,$33.23 ,"$12,584.25 ",$564.86 ,17
K1175,Google - Global,4.3E+16,trip to paris france,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Unavailable,$5.00 ,29,$83.92 ,$2.89 ,185,15.68%,1.31,6.90%,$41.96 ,"$1,866.60 ",$83.92 ,2
K1123,Overture - Global,4.3E+16,flight nice paris,Advanced,Unassigned,Unassigned,paris,,Unassigned,Sent,$8.75 ,17,$7.16 ,$0.42 ,595,2.86%,1.38,5.88%,$7.16 ,$154.70 ,$7.16 ,1
K1123,Overture - Global,4.3E+16,cheap flight to france,Advanced,Unassigned,Unassigned,flight,Position 1-2 Target,Unassigned,Paused,$0.89 ,149,$127.90 ,$0.86 ,"18,777",0.79%,1.47,0.67%,$127.90 ,"$2,754.00 ",$127.90 ,1
K435,Google - US,4.3E+16,air france site,Broad,Air France Branded,Air France Website,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$0.44 ,110,$40.34 ,$0.37 ,718,15.32%,1.16,1.82%,$20.17 ,$855.10 ,$40.34 ,2
K2003,MSN - Global,4.3E+16,air france,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,Position 1-4 Bid Strategy,Unassigned,Deactivated,$0.00 ,"5,848","$4,630.49 ",$0.79 ,"43,722",13.38%,1.14,1.37%,$57.88 ,"$97,222.15 ","$4,630.49 ",80
K2966,MSN - US,4.3E+16,paris airfare,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Live,$0.00 ,15,$30.71 ,$2.05 ,372,4.03%,3.44,6.67%,$30.71 ,$629.00 ,$30.71 ,1
K435,Google - US,4.3E+16,book air france,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Unassigned,Live,$0.53 ,25,$38.15 ,$1.53 ,379,6.60%,1.43,4.00%,$38.15 ,$780.30 ,$38.15 ,1
K1123,Overture - Global,4.3E+16,discount airfare to france,Advanced,Unassigned,Unassigned,airfare,Position 1-2 Target,Unassigned,Paused,$0.49 ,12,$6.99 ,$0.58 ,572,2.10%,2.49,8.33%,$6.99 ,$142.80 ,$6.99 ,1
K435,Google - US,4.3E+16,paris flights,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,32,$67.79 ,$2.12 ,"2,184",1.47%,2.31,3.13%,$67.79 ,"$1,333.65 ",$67.79 ,1
K1123,Overture - Global,4.3E+16,cannes flight,Standard,Unassigned,Unassigned,cannes,Position 1-2 Target,Unassigned,Paused,$0.61 ,26,$15.17 ,$0.58 ,235,11.06%,1.69,3.85%,$15.17 ,$298.35 ,$15.17 ,1
K435,Google - US,4.3E+16,paris airfare,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,32,$66.88 ,$2.09 ,293,10.92%,1.5,3.13%,$66.88 ,"$1,286.90 ",$66.88 ,1
K2966,MSN - US,4.3E+16,airfrance,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Live,$0.00 ,"1,462","$1,512.39 ",$1.03 ,"11,628",12.57%,1.19,1.71%,$60.50 ,"$27,267.15 ","$1,512.39 ",25
K1175,Google - Global,4.3E+16,[air france],Exact,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Unavailable,$5.00 ,"14,713","$15,329.74 ",$1.04 ,"44,023",33.42%,1.02,1.57%,$66.36 ,"$264,650.90 ","$15,329.74 ",231
K1123,Overture - Global,4.3E+16,air france airline,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,$0.53 ,"1,553",$943.10 ,$0.61 ,"52,774",2.94%,1.92,1.09%,$55.48 ,"$16,010.60 ",$943.10 ,17
K1122,Overture - US,4.3E+16,airfrance,Standard,Unassigned,Unassigned,airfrance,,Unassigned,Paused,$7.50 ,"5,637","$4,409.19 ",$0.78 ,"184,486",3.06%,1.81,1.28%,$61.24 ,"$74,759.20 ","$4,409.19 ",72
K1122,Overture - US,4.3E+16,air france reservation,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Unassigned,Paused,$0.60 ,342,$213.30 ,$0.62 ,"9,978",3.43%,1.26,0.58%,$106.65 ,"$3,610.80 ",$213.30 ,2
K435,Google - US,4.3E+16,flights to florence,Broad,Western Europe Destinations,Florence,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$0.00 ,131,$176.81 ,$1.35 ,"3,441",3.81%,4.89,3.05%,$44.20 ,"$2,956.30 ",$176.81 ,4
K2615,Yahoo - US,4.3E+16,air france airline,Advanced,Air France Branded,Air France Brand,uncategorized,,Unassigned,Live,$6.25 ,"1,891",$986.11 ,$0.52 ,"14,438",13.10%,1.43,0.74%,$70.44 ,"$16,116.00 ",$986.11 ,14
K2615,Yahoo - US,4.3E+16,paris travel deal,Standard,Paris & France Terms,Paris,uncategorized,,Unassigned,Live,$6.25 ,136,$200.90 ,$1.48 ,"7,192",1.89%,1,1.47%,$100.45 ,"$3,280.15 ",$200.90 ,2
K435,Google - US,4.3E+16,air france airline,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Unassigned,Live,$18.75 ,770,$774.61 ,$1.01 ,"6,057",12.71%,1.29,1.56%,$64.55 ,"$12,588.50 ",$774.61 ,12
K1175,Google - Global,4.3E+16,air france airline,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Unavailable,$5.00 ,34,$81.44 ,$2.40 ,397,8.56%,1.55,2.94%,$81.44 ,"$1,317.50 ",$81.44 ,1
K435,Google - US,4.3E+16,air france tickets paris,Broad,Paris & France Terms,Paris Branded,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$15.00 ,20,$51.43 ,$2.57 ,72,27.78%,1.01,5.00%,$51.43 ,$805.80 ,$51.43 ,1
K2615,Yahoo - US,4.3E+16,european airline,Advanced,Western Europe Destinations,Europe,uncategorized,,Unassigned,Paused,$6.25 ,19,$33.90 ,$1.78 ,634,3.00%,1.46,5.26%,$33.90 ,$516.80 ,$33.90 ,1
K1175,Google - Global,4.3E+16,paris tourism,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Unavailable,$5.00 ,14,$41.97 ,$3.00 ,"1,667",0.84%,1.19,7.14%,$41.97 ,$632.40 ,$41.97 ,1
K1175,Google - Global,4.3E+16,paris cheap flight,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Unavailable,$5.00 ,162,$382.74 ,$2.36 ,"1,255",12.91%,1.87,1.23%,$191.37 ,"$5,664.40 ",$382.74 ,2
K2615,Yahoo - US,4.3E+16,airfrance us,Advanced,Air France Branded,Air France Website,uncategorized,,Unassigned,Live,$7.50 ,136,$77.27 ,$0.57 ,714,19.05%,1.16,1.47%,$38.64 ,"$1,132.20 ",$77.27 ,2
K435,Google - US,4.3E+16,barcelona flight,Broad,Google_Yearlong 2006,Google|Barcelona,barcelona,Postiion 1-4 Bid Strategy,Unassigned,Paused,$6.25 ,61,$126.79 ,$2.08 ,"1,413",4.32%,1.63,1.64%,$126.79 ,"$1,851.30 ",$126.79 ,1
K2615,Yahoo - US,4.3E+16,international air fare,Advanced,Geo Targeted DC,International DC,uncategorized,,Unassigned,Paused,$6.25 ,11,$22.32 ,$2.03 ,586,1.88%,3.59,36.36%,$5.58 ,$317.05 ,$22.32 ,4
K2615,Yahoo - US,4.3E+16,france cheap ticket,Standard,Paris & France Terms,France,uncategorized,,Unassigned,Live,$6.25 ,32,$43.78 ,$1.37 ,181,17.68%,1,3.13%,$43.78 ,$606.90 ,$43.78 ,1
K2966,MSN - US,4.3E+16,air france,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Live,$0.00 ,"5,417","$8,288.46 ",$1.53 ,"39,052",13.87%,1.3,1.37%,$112.01 ,"$110,667.45 ","$8,288.46 ",74
K2003,MSN - Global,4.3E+16,air france com,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,Position 1-4 Bid Strategy,Unassigned,Deactivated,$0.00 ,560,$305.79 ,$0.55 ,"2,022",27.70%,1.04,1.07%,$50.96 ,"$4,070.65 ",$305.79 ,6
K2966,MSN - US,4.3E+16,air france com,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,,Unassigned,Live,$0.00 ,390,$342.80 ,$0.88 ,"1,337",29.17%,1.4,1.28%,$68.56 ,"$4,459.10 ",$342.80 ,5
K1175,Google - Global,4.3E+16,flight to paris,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,,Unassigned,Unavailable,$5.00 ,385,$902.22 ,$2.34 ,"4,437",8.68%,2.17,1.82%,$128.89 ,"$11,599.95 ",$902.22 ,7
K1123,Overture - Global,4.3E+16,flight to nice,Advanced,Unassigned,Unassigned,nice,Position 1-2 Target,Unassigned,Paused,$1.01 ,415,$288.47 ,$0.70 ,"59,642",0.70%,1.71,0.48%,$144.24 ,"$3,675.40 ",$288.47 ,2
K1175,Google - Global,4.3E+16,flight to marseilles,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,$11.25 ,5,$13.59 ,$2.72 ,15,33.33%,1.27,20.00%,$13.59 ,$167.45 ,$13.59 ,1
K1122,Overture - US,4.3E+16,casablanca,Standard,Unassigned,Unassigned,regional,Position 1-4 Bid Strategy,Unassigned,Paused,$0.55 ,131,$72.96 ,$0.56 ,"3,021",4.34%,0.98,0.76%,$72.96 ,$895.05 ,$72.96 ,1
K2615,Yahoo - US,4.3E+16,flight to paris,Advanced,Air France Branded,Air France Website,uncategorized,,Unassigned,Live,$7.50 ,"1,348","$1,542.90 ",$1.14 ,"117,521",1.15%,1.34,0.59%,$192.86 ,"$18,467.10 ","$1,542.90 ",8
K2966,MSN - US,4.3E+16,air france airline,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Live,$0.00 ,67,$138.22 ,$2.06 ,500,13.40%,1.13,1.49%,$138.22 ,"$1,632.00 ",$138.22 ,1
K2615,Yahoo - US,4.3E+16,paris cheap flight,Standard,Paris & France Terms,Paris,uncategorized,,Unassigned,Live,$6.25 ,304,$413.57 ,$1.36 ,"7,399",4.11%,1,1.32%,$103.39 ,"$4,598.50 ",$413.57 ,4
K1175,Google - Global,4.3E+16,flights to nice,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unassigned,Unavailable,$1.25 ,145,$209.05 ,$1.44 ,"4,864",2.98%,1.67,0.69%,$209.05 ,"$2,271.20 ",$209.05 ,1
K1175,Google - Global,4.3E+16,paris flights,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Unavailable,$5.00 ,438,$908.62 ,$2.07 ,"6,348",6.90%,2.54,1.60%,$129.80 ,"$9,387.40 ",$908.62 ,7
K2615,Yahoo - US,4.3E+16,fly to paris,Standard,Paris & France Terms,Paris,uncategorized,,Unassigned,Live,$6.25 ,44,$50.36 ,$1.14 ,314,14.01%,1.22,2.27%,$50.36 ,$508.30 ,$50.36 ,1
K1175,Google - Global,4.3E+16,flights to paris,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unassigned,Unavailable,$5.00 ,"1,558","$2,517.87 ",$1.62 ,"70,914",2.20%,2.36,0.83%,$193.68 ,"$24,140.00 ","$2,517.87 ",13
K435,Google - US,4.3E+16,paris cheap flights,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,26,$47.79 ,$1.84 ,139,18.71%,1.68,3.85%,$47.79 ,$451.35 ,$47.79 ,1
K2966,MSN - US,4.3E+16,french airlines,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Live,$0.00 ,20,$21.23 ,$1.06 ,328,6.10%,1.01,5.00%,$21.23 ,$198.05 ,$21.23 ,1
K2615,Yahoo - US,4.3E+16,international air fare,Advanced,Geo Targeted Atlanta,International Atlanta,uncategorized,,Unassigned,Paused,$6.25 ,6,$18.66 ,$3.11 ,355,1.69%,3.6,16.67%,$18.66 ,$170.00 ,$18.66 ,1
K1122,Overture - US,4.3E+16,air france airline,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Unassigned,Paused,$0.51 ,"1,280",$663.01 ,$0.52 ,"21,407",5.98%,1.3,0.55%,$94.72 ,"$5,928.75 ",$663.01 ,7
K1175,Google - Global,4.3E+16,france airline,Broad,Air France Global Campaign,France,france,Position 1- 3,Unassigned,Unavailable,$3.75 ,292,$643.09 ,$2.20 ,"14,347",2.04%,1.74,1.37%,$160.77 ,"$5,525.00 ",$643.09 ,4
K1175,Google - Global,4.3E+16,paris cheap tickets,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unassigned,Unavailable,$5.00 ,207,$463.19 ,$2.24 ,"10,175",2.03%,3.27,1.45%,$154.40 ,"$3,958.45 ",$463.19 ,3
K1122,Overture - US,4.3E+16,cheap ticket to europe,Advanced,Unassigned,Unassigned,europe,Position 1-4 Bid Strategy,Unassigned,Paused,$0.95 ,542,$514.27 ,$0.95 ,"15,797",3.43%,2.21,0.37%,$257.14 ,"$4,380.90 ",$514.27 ,2
K1175,Google - Global,4.3E+16,nice flights,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unassigned,Unavailable,$2.50 ,65,$87.43 ,$1.35 ,"4,480",1.45%,1.48,1.54%,$87.43 ,$742.05 ,$87.43 ,1
K1175,Google - Global,4.3E+16,travel to nice,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unassigned,Unavailable,$8.75 ,43,$127.21 ,$2.96 ,"2,374",1.81%,1.44,2.33%,$127.21 ,"$1,060.80 ",$127.21 ,1
K2615,Yahoo - US,4.3E+16,airfrance tickets,Advanced,Air France Branded,Air France Brand,uncategorized,,Unassigned,Live,$6.25 ,74,$83.00 ,$1.12 ,"1,669",4.43%,1.72,1.35%,$83.00 ,$676.60 ,$83.00 ,1
K435,Google - US,4.3E+16,france air tickets,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Live,$6.25 ,36,$55.14 ,$1.53 ,296,12.16%,1.11,2.78%,$55.14 ,$442.85 ,$55.14 ,1
K1123,Overture - Global,4.3E+16,charles de gaulle airport,Standard,Unassigned,Unassigned,franceairports,Position 1-2 Target,Unassigned,Paused,$0.26 ,104,$23.49 ,$0.23 ,"22,722",0.46%,1.85,0.96%,$23.49 ,$187.00 ,$23.49 ,1
K1122,Overture - US,4.3E+16,airline ticket to italy,Advanced,Unassigned,Unassigned,italy,Position 1-4 Bid Strategy,Unassigned,Paused,$1.00 ,142,$130.62 ,$0.92 ,"5,875",2.42%,2.01,0.70%,$130.62 ,"$1,025.10 ",$130.62 ,1
K435,Google - US,4.3E+16,paris fares,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,$5.00 ,9,$30.54 ,$3.39 ,123,7.32%,1.62,11.11%,$30.54 ,$236.30 ,$30.54 ,1
K1175,Google - Global,4.3E+16,paris tickets,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unassigned,Unavailable,$2.50 ,237,$462.45 ,$1.95 ,"23,540",1.01%,1.79,2.11%,$92.49 ,"$3,512.20 ",$462.45 ,5
K435,Google - US,4.3E+16,nice fares,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$10.00 ,22,$55.94 ,$2.54 ,126,17.46%,1.1,4.55%,$55.94 ,$416.50 ,$55.94 ,1
K1123,Overture - Global,4.3E+16,flight to paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$1.25 ,"5,393","$4,545.64 ",$0.84 ,"200,030",2.70%,1.48,0.45%,$189.40 ,"$33,199.30 ","$4,545.64 ",24
K1122,Overture - US,4.3E+16,paris airport,Standard,Unassigned,Unassigned,paris,Position 1-4 Bid Strategy,Unassigned,Paused,$0.36 ,79,$28.50 ,$0.36 ,"6,323",1.25%,2.77,1.27%,$28.50 ,$207.40 ,$28.50 ,1
K2615,Yahoo - US,4.3E+16,paris cheap ticket,Standard,Paris & France Terms,Paris,uncategorized,,Unassigned,Live,$6.25 ,101,$142.60 ,$1.41 ,748,13.50%,1,0.99%,$142.60 ,"$1,016.60 ",$142.60 ,1
K1123,Overture - Global,4.3E+16,flight to france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,$0.81 ,294,$304.42 ,$1.04 ,"23,579",1.25%,1.58,0.68%,$152.21 ,"$2,142.00 ",$304.42 ,2
K2003,MSN - Global,4.3E+16,travel in paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Unassigned,Deactivated,$0.00 ,150,$264.26 ,$1.76 ,"4,798",3.13%,2.95,0.67%,$264.26 ,"$1,856.40 ",$264.26 ,1
K435,Google - US,4.3E+16,paris cheap flights,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Live,$6.25 ,238,$456.46 ,$1.92 ,"1,080",22.04%,1.25,2.94%,$65.21 ,"$3,175.60 ",$456.46 ,7
K435,Google - US,4.3E+16,ticket to france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,$10.00 ,114,$424.15 ,$3.72 ,"1,139",10.01%,1.57,0.88%,$424.15 ,"$2,910.40 ",$424.15 ,1
K2615,Yahoo - US,4.3E+16,paris airfares,Standard,Paris & France Terms,Paris,uncategorized,,Unassigned,Live,$6.25 ,150,$254.55 ,$1.70 ,"4,991",3.01%,1.03,0.67%,$254.55 ,"$1,733.15 ",$254.55 ,1
K435,Google - US,4.3E+16,paris flight,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,$6.25 ,55,$147.50 ,$2.68 ,"2,134",2.58%,1.72,1.82%,$147.50 ,"$1,000.45 ",$147.50 ,1
K1175,Google - Global,4.3E+16,paris airfares,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unassigned,Unavailable,$2.50 ,95,$152.40 ,$1.60 ,"3,288",2.89%,2.07,1.05%,$152.40 ,"$1,003.00 ",$152.40 ,1
K1175,Google - Global,4.3E+16,ticket paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unassigned,Unavailable,$5.00 ,113,$329.97 ,$2.92 ,"1,262",8.95%,1.53,1.77%,$164.99 ,"$2,148.80 ",$329.97 ,2
K435,Google - US,4.3E+16,air france,Broad,Air France Branded,Air France Brand,uncategorized,,Unassigned,Live,$27.50 ,"29,060","$46,188.44 ",$1.59 ,"385,476",7.54%,1.44,0.77%,$206.20 ,"$290,609.90 ","$46,188.44 ",224
K435,Google - US,4.3E+16,air france to paris,Broad,Paris & France Terms,Paris Branded,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,$10.00 ,247,$371.07 ,$1.50 ,"1,223",20.20%,1.07,1.62%,$92.77 ,"$2,334.10 ",$371.07 ,4
K435,Google - US,4.3E+16,italy fares,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Unassigned,Unavailable,$1.25 ,97,$145.12 ,$1.50 ,974,9.96%,3.99,1.03%,$145.12 ,$902.70 ,$145.12 ,1
K1123,Overture - Global,4.3E+16,cheap paris airfare,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,$0.93 ,292,$193.54 ,$0.66 ,"242,220",0.12%,1.33,0.34%,$193.54 ,"$1,185.75 ",$193.54 ,1
K435,Google - US,4.3E+16,air france deal,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Unassigned,Live,$2.91 ,53,$93.84 ,$1.77 ,592,8.95%,1.43,1.89%,$93.84 ,$536.35 ,$93.84 ,1
K435,Google - US,4.3E+16,athens airline,Broad,Google_Yearlong 2006,Google|Athens,athens,Postiion 1-4 Bid Strategy,Unassigned,Paused,$6.25 ,76,$149.70 ,$1.97 ,"2,740",2.77%,1.45,1.32%,$149.70 ,$843.20 ,$149.70 ,1
K1175,Google - Global,4.3E+16,air france ticket,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unassigned,Unavailable,$5.00 ,258,$677.52 ,$2.63 ,"2,250",11.47%,1.68,1.55%,$169.38 ,"$3,814.80 ",$677.52 ,4
K1175,Google - Global,4.3E+16,flights to france,Broad,Air France Brand & French Destinations,France,uncategorized,,Unassigned,Paused,$5.00 ,344,"$1,029.02 ",$2.99 ,"3,400",10.12%,2.06,1.16%,$257.26 ,"$5,706.90 ","$1,029.02 ",4
K1175,Google - Global,4.3E+16,france cheap ticket,Broad,Air France Global Campaign,France,france,Position 1- 3,Unassigned,Unavailable,$7.50 ,60,$122.86 ,$2.05 ,"1,094",5.48%,2.48,1.67%,$122.86 ,$680.00 ,$122.86 ,1
